OverallQual,GarageCars,GrLivArea,1stFlrSF,TotalBsmtSF,GarageArea,ExterQual,FullBath,BsmtQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,2ndFlrSF,KitchenQual,BsmtFinSF1,LotArea,CentralAir,MasVnrArea,Foundation,BedroomAbvGr,MSZoning,BsmtFullBath,OverallCond,WoodDeckSF,GarageType,HalfBath,SaleType,LotShape,Neighborhood,MSSubClass,LandSlope,BsmtExposure,SaleCondition,GarageYrBlt,LandContour,Fence,OpenPorchSF,LotFrontage,BsmtUnfSF,SalePrice
5,2,1214,1214,1214,461,2,1,2,1965,1965,6,0,0,2,698,9170,1,0.0,2,2,1,1,7,0,2,0,1,1,16,20,1,1,1,1965.0,1,4,0,70.0,420,140000
7,2,1801,1801,1501,484,2,2,2,1959,1997,6,2,0,2,1247,15602,1,0.0,2,1,1,1,8,0,1,0,1,2,3,20,1,1,1,1959.0,1,3,54,100.0,254,289000
6,2,1322,855,855,440,2,2,2,1974,1974,6,1,467,2,257,2308,1,0.0,2,3,1,0,5,260,1,1,1,1,21,160,1,1,1,1974.0,1,3,0,24.0,103,147000
5,2,1960,960,960,400,2,2,2,1952,1952,10,0,1000,2,0,7596,1,360.0,2,4,2,0,5,0,2,0,3,1,8,90,1,1,1,1952.0,1,3,0,60.0,960,124500
8,2,1911,1065,777,471,1,2,1,1993,1994,8,1,846,1,380,9554,1,125.0,1,3,1,0,5,182,1,1,1,2,13,60,1,1,1,1993.0,1,3,81,80.0,397,215000
6,2,1218,1218,1218,676,1,2,1,2009,2009,4,0,0,1,27,7862,1,0.0,1,2,4,0,5,0,1,0,2,2,6,20,1,1,3,2009.0,1,3,102,75.0,1191,208300
7,2,1378,689,689,360,2,2,2,1928,2005,7,1,689,1,141,9600,1,0.0,3,3,2,0,9,0,2,0,1,1,8,70,1,1,1,1928.0,1,3,0,60.0,548,161000
5,1,1041,1041,1041,270,2,1,2,1959,1959,6,0,0,2,991,9600,1,132.0,2,3,1,1,6,224,1,0,1,1,12,20,1,1,1,1959.0,1,2,88,80.0,50,124500
5,1,1363,1363,1008,288,1,1,2,1951,2000,6,2,0,2,650,14559,1,70.0,2,2,1,1,7,324,4,0,1,1,12,20,1,1,1,1951.0,1,2,42,75.0,178,164900
7,2,1368,1368,1368,474,1,2,1,2005,2006,6,1,0,1,0,6792,1,94.0,1,2,1,0,5,132,1,0,2,2,11,120,1,1,3,2005.0,1,2,35,40.0,1368,202665
5,2,864,864,864,624,2,1,2,1958,1958,5,0,0,2,521,9100,1,0.0,2,3,1,1,5,0,2,0,1,1,12,20,1,1,1,1964.0,1,2,0,70.0,169,129900
6,2,1080,1080,1084,484,2,1,2,1983,1983,5,0,0,2,336,9187,1,0.0,1,3,1,0,5,120,1,1,1,1,5,20,1,1,1,1983.0,2,2,0,71.0,748,134000
5,1,789,789,768,200,2,1,2,1926,1950,5,0,0,2,0,10594,2,0.0,3,2,1,0,5,0,2,0,1,1,3,45,1,1,1,1926.0,1,2,0,55.0,768,96500
10,3,2020,2020,2006,900,3,2,3,2009,2009,9,1,0,3,1436,12220,1,305.0,2,3,1,1,5,156,1,1,2,1,11,20,1,1,3,2009.0,1,2,54,94.0,570,402861
6,2,2119,1378,689,583,2,2,2,1972,1972,7,1,741,2,0,10448,1,333.0,2,3,1,0,6,0,1,1,3,2,7,80,1,1,2,1972.0,1,4,104,94.0,689,158000
7,3,2344,1277,1264,889,1,2,1,1996,1997,7,1,1067,1,0,10208,1,921.0,1,3,1,0,5,220,1,1,1,2,4,60,1,1,1,1996.0,1,4,0,79.0,1264,265000
6,2,1796,882,794,546,2,2,1,1998,1998,7,0,914,2,706,9531,1,0.0,1,3,1,1,5,0,1,1,1,2,1,60,1,3,1,1998.0,1,2,36,79.0,88,211000
7,1,2080,1276,1276,282,1,1,1,1926,2004,9,2,804,1,0,10918,1,0.0,3,3,1,0,9,0,2,1,1,1,3,70,1,1,1,1926.0,1,2,0,53.0,1276,234000
4,0,1294,694,0,0,2,2,1,1900,2000,7,0,600,2,0,10800,2,0.0,3,3,1,0,7,220,2,0,1,1,8,190,1,1,1,1926.0,1,2,114,60.0,0,106250
6,1,1244,1244,1244,336,2,1,2,1957,1957,6,2,0,2,777,11988,1,0.0,2,3,1,0,6,0,1,1,1,2,12,20,1,1,1,1957.0,1,2,40,90.0,467,150000
6,2,1664,1004,1004,420,2,2,2,1947,1950,7,2,660,2,399,5000,1,0.0,2,3,2,0,7,0,2,0,1,1,9,50,1,1,1,1950.0,1,2,24,50.0,605,159000
7,3,2398,1383,1379,834,1,2,1,1996,1997,8,1,1015,1,719,11787,1,594.0,1,3,1,1,5,239,1,1,1,2,4,60,1,1,1,1996.0,1,2,60,95.0,660,315750
7,2,1266,1266,1257,453,1,2,1,2005,2005,6,1,0,1,0,7500,1,0.0,1,3,4,0,5,38,1,0,1,1,6,20,1,1,1,2005.0,1,2,144,62.0,1257,176000
5,1,928,928,928,252,2,1,1,1956,2000,4,0,0,2,377,13300,1,0.0,2,2,1,0,7,261,1,0,1,1,12,20,1,1,1,1956.0,1,2,0,70.0,551,132000
9,3,2713,1476,1452,858,3,2,3,2008,2008,11,1,1237,3,1330,14948,1,268.0,1,3,1,1,5,126,1,1,2,2,11,60,1,4,3,2008.0,1,2,66,67.0,122,446261
4,0,605,605,528,0,2,1,2,1920,2002,5,0,0,2,348,9098,1,0.0,3,2,1,1,7,0,1,0,1,2,16,30,1,3,1,2008.0,1,2,0,58.0,180,86000
6,2,2515,2515,2035,484,1,3,2,1957,1975,9,2,0,2,1219,32668,1,0.0,1,4,1,1,3,0,1,0,1,2,3,20,1,1,5,1975.0,1,2,0,58.0,816,200624
6,2,1509,1509,1461,600,1,2,1,1988,1989,5,1,0,1,783,10200,1,219.0,2,3,1,1,5,224,1,0,1,1,17,80,1,4,2,1988.0,1,2,0,85.0,678,175000
6,2,1362,751,611,502,2,2,4,1920,1999,6,0,611,2,0,6155,1,0.0,3,3,2,0,8,0,2,0,1,2,9,70,1,3,1,1920.0,1,2,0,60.0,611,128000
5,1,827,827,0,392,2,1,4,1955,2007,5,1,0,2,0,7200,1,0.0,5,2,1,0,7,0,2,0,1,1,12,20,1,3,1,1967.0,1,2,0,60.0,0,107500
1,0,334,334,0,0,4,1,4,1946,1950,2,0,0,4,0,5000,2,0.0,5,1,1,0,3,0,2,0,1,1,9,20,2,3,1,1967.0,3,2,0,50.0,0,39300
8,2,1414,707,707,403,1,2,3,2004,2004,6,1,707,1,0,9056,1,0.0,1,3,1,0,5,100,1,1,1,2,18,60,1,4,1,2004.0,1,2,35,74.0,707,178000
5,0,1347,820,1117,0,2,1,1,1910,1991,5,0,527,2,969,7000,1,0.0,2,3,1,1,7,85,1,0,1,1,16,190,1,2,1,2004.0,1,2,0,70.0,148,107500
7,2,1724,880,880,527,2,2,1,1998,1999,8,0,844,1,0,8924,1,0.0,1,3,1,0,5,120,1,1,1,2,1,60,1,4,1,1998.0,1,2,155,57.0,880,188000
4,2,864,864,864,576,2,1,2,1972,1972,5,0,0,2,600,12735,1,0.0,2,3,1,0,5,216,2,0,3,2,12,20,1,1,1,1980.0,1,5,0,57.0,264,111250
5,1,1159,1159,1051,336,2,1,2,1968,1968,7,1,0,2,673,11553,1,188.0,2,3,1,0,5,466,1,1,1,2,10,20,1,1,1,1968.0,1,5,0,57.0,378,158000
8,2,1601,1601,1581,670,1,2,1,2001,2002,6,1,0,1,1358,11423,1,479.0,1,3,1,1,5,180,1,0,1,1,1,20,1,4,1,2001.0,1,2,0,57.0,223,272000
9,3,1838,1838,1838,765,3,2,3,2006,2006,8,1,0,3,1260,14601,1,584.0,1,2,1,1,5,270,1,0,1,1,17,20,1,4,1,2006.0,1,2,68,85.0,578,315000
8,3,2285,997,969,648,1,2,1,2000,2000,8,1,1288,1,0,11000,1,72.0,1,4,1,0,5,0,3,1,1,1,4,60,1,1,1,2000.0,1,2,56,85.0,969,248000
7,2,1680,1680,1650,583,1,2,3,1998,1999,7,1,0,1,144,10140,1,0.0,1,3,1,1,5,78,1,0,1,1,7,20,1,1,1,1998.0,1,2,73,78.0,379,213250
7,1,767,767,723,367,2,1,1,1998,1998,4,0,0,2,584,4058,1,182.0,1,1,5,1,5,120,1,0,1,1,12,120,1,4,1,1998.0,1,2,40,34.0,0,133000
7,2,1496,664,654,426,1,2,1,2006,2006,7,1,832,1,554,17104,1,0.0,1,3,1,1,5,100,1,1,2,2,18,60,1,4,3,2006.0,1,2,24,58.0,100,179665
7,3,2183,1377,1204,786,1,2,1,1988,1988,9,0,806,1,1002,13837,1,178.0,1,4,1,0,5,0,1,1,1,2,7,50,1,1,1,1988.0,1,2,0,58.0,0,229000
6,2,1635,915,1065,440,2,1,1,1923,1950,6,1,720,2,300,8737,1,0.0,3,3,1,0,7,0,2,1,1,2,9,50,1,1,1,1950.0,2,2,38,70.0,765,210000
5,2,768,768,768,624,2,1,1,1970,1970,5,0,0,2,619,7244,1,0.0,2,2,1,1,7,104,2,0,1,1,5,85,1,4,1,1987.0,1,2,0,54.0,149,129500
5,2,825,825,825,720,2,1,2,1955,1995,4,0,0,2,180,8235,1,0.0,2,2,2,1,7,140,2,0,1,2,8,20,1,1,1,1963.0,4,2,50,49.0,0,125000
7,2,2094,912,912,615,1,2,1,2003,2004,8,1,1182,1,0,9375,1,0.0,1,4,4,0,5,182,3,1,1,1,6,60,1,1,1,2003.0,1,2,182,75.0,912,263000
6,2,1069,1069,1069,440,2,2,1,1977,1977,4,0,0,2,559,4043,1,0.0,2,2,1,0,6,0,1,0,3,1,21,120,1,1,2,1977.0,1,2,55,53.0,510,140000
5,1,928,928,928,288,2,1,2,1957,1957,5,0,0,2,308,6000,1,0.0,2,3,2,0,6,0,1,0,1,1,8,20,1,1,1,1957.0,1,2,0,50.0,620,112500
8,3,1717,1717,1709,908,1,2,3,2006,2006,7,1,0,1,0,11146,1,250.0,1,3,1,0,5,169,1,0,1,2,11,20,1,4,1,2006.0,1,2,39,87.0,1709,255500
4,2,1126,1126,0,520,2,2,3,1949,2003,5,0,0,1,0,8777,1,0.0,2,2,1,0,5,0,2,0,1,1,16,20,1,4,1,2002.0,1,2,96,67.0,0,108000
7,3,2046,1006,998,871,1,2,1,2003,2004,8,1,1040,1,866,10625,1,292.0,1,3,1,1,5,320,3,1,1,1,11,60,1,1,1,2003.0,1,2,62,85.0,132,284000
5,1,1048,1048,993,280,2,1,2,1922,1950,5,1,0,2,0,6380,1,0.0,3,2,2,0,6,0,2,0,1,1,9,45,1,1,1,1922.0,1,2,0,58.0,993,113000
5,1,1092,1092,1092,299,2,1,2,1957,1957,6,1,0,2,895,14850,1,0.0,2,2,1,1,5,268,1,0,1,2,12,20,1,1,1,1957.0,1,5,0,69.0,197,141000
4,1,1336,897,637,570,2,1,2,1920,1950,7,0,439,2,637,11040,1,0.0,2,3,3,0,6,0,4,1,3,1,14,50,2,1,1,1994.0,3,5,47,60.0,0,108000
7,2,1446,729,729,406,2,2,1,1996,1997,6,1,717,2,604,21872,1,0.0,1,3,1,0,5,264,1,1,1,3,18,60,1,2,1,1996.0,4,5,22,57.0,125,175000
7,2,1557,1557,1374,420,1,2,1,2003,2004,7,1,0,1,0,3196,1,18.0,1,2,1,0,5,143,1,0,1,1,22,120,1,2,1,2003.0,1,5,20,57.0,1374,234000
5,2,1392,1392,1392,528,2,1,1,1957,1996,5,1,0,2,1302,11341,1,180.0,2,3,1,1,6,0,2,1,1,2,10,20,1,1,1,1957.0,1,5,0,57.0,90,121500
5,2,1389,1389,1389,418,2,1,1,1974,1975,6,1,0,2,1071,10010,1,0.0,2,2,1,1,5,240,1,0,1,1,5,20,2,4,1,1975.0,1,5,38,77.0,195,170000
5,0,996,996,996,0,2,1,2,1940,1969,6,1,0,2,290,13907,1,0.0,2,3,1,1,6,144,1,0,1,1,16,30,1,1,1,1975.0,1,5,0,63.0,706,108000
6,2,1674,1163,1163,396,2,2,1,1918,1950,8,1,511,2,0,21780,1,0.0,3,4,1,0,7,72,2,0,1,1,16,50,1,3,1,1955.0,1,5,36,66.0,1163,185000
7,2,2295,1166,1095,590,1,2,1,1992,2000,9,1,1129,1,728,13346,1,0.0,1,4,1,1,5,0,1,1,1,2,4,60,1,1,1,1992.0,1,5,40,66.0,367,268000
6,1,1647,841,806,216,2,1,1,1915,1950,6,0,806,4,0,6858,2,0.0,1,4,1,1,4,0,2,1,1,1,24,70,1,1,1,1920.0,2,5,66,66.0,806,128000
9,3,2504,1134,1122,656,1,2,1,2005,2007,11,1,1370,3,0,11198,1,245.0,1,4,1,0,5,144,3,1,1,2,19,60,1,1,1,2005.0,1,5,39,77.0,1122,325000
7,2,1535,1535,1517,532,1,2,1,2004,2004,7,0,0,1,2,10171,1,168.0,1,3,1,0,5,0,1,0,1,2,11,20,1,1,1,2004.0,1,5,0,70.0,1515,214000
8,2,2132,1496,1496,612,1,1,1,1983,2009,5,1,636,1,1441,12327,1,0.0,2,1,1,1,8,349,3,1,1,2,13,50,2,2,1,1983.0,3,5,40,79.0,55,316600
5,2,943,943,943,600,2,1,1,1979,1979,4,2,0,2,943,7032,1,0.0,2,2,1,1,5,42,2,0,1,2,12,90,1,2,1,1979.0,1,5,0,79.0,0,135960
5,2,1728,1728,1728,576,2,2,2,1965,1965,10,0,0,2,231,13101,1,108.0,2,6,1,0,5,0,2,0,1,2,12,90,1,1,1,1987.0,1,5,0,74.0,1497,142600
6,1,864,864,864,288,2,1,2,1959,1959,4,0,0,1,414,7332,1,207.0,2,2,1,1,6,168,1,0,1,1,12,20,1,1,2,1959.0,1,5,0,60.0,450,120000
7,2,1692,846,846,650,2,2,3,2009,2009,6,0,846,1,0,13159,1,0.0,1,3,1,0,5,208,1,1,2,2,17,60,1,4,3,2009.0,4,5,114,83.0,846,224500
7,2,1430,774,384,400,2,2,1,2000,2000,8,1,656,2,0,9967,1,0.0,1,3,1,0,5,100,3,1,1,2,18,80,1,1,1,2000.0,1,5,0,76.0,384,170000
5,1,1109,576,372,288,2,1,2,1971,2005,5,0,533,2,349,10500,1,82.0,2,3,1,0,7,35,3,0,1,1,12,80,1,4,1,1971.0,1,3,0,70.0,23,139000
5,1,1216,832,832,336,2,1,2,1947,1950,6,0,384,2,442,8480,1,0.0,2,2,1,0,5,158,2,0,3,1,12,50,1,1,2,1947.0,1,3,0,80.0,390,118500
7,1,1477,877,861,216,2,2,2,1928,1950,6,1,600,2,0,6292,1,0.0,3,3,1,0,7,0,2,0,1,1,24,50,1,1,1,1928.0,1,3,50,52.0,861,145000
5,2,1320,1320,1164,564,2,1,2,1966,1966,6,2,0,2,328,11777,1,97.0,2,3,1,1,6,160,1,0,1,2,10,80,1,4,2,1966.0,1,3,68,96.0,285,164500
7,2,1392,703,689,540,1,2,1,2007,2007,5,0,689,1,0,3604,1,0.0,1,2,4,0,5,0,2,0,1,1,6,160,1,1,2,2007.0,1,3,102,34.0,689,146000
5,1,1795,1050,1050,352,2,2,2,1954,1954,7,0,745,2,0,12150,2,335.0,3,4,2,0,5,0,1,0,1,1,8,50,1,1,1,1954.0,1,3,0,81.0,1050,131500
6,2,1429,1429,1144,572,2,1,2,1960,1987,7,2,0,1,594,14585,1,85.0,2,3,1,0,6,216,1,0,1,2,12,20,1,1,1,1960.0,1,3,110,81.0,331,181900
8,3,2042,2042,2042,1390,3,2,3,2008,2009,8,1,0,3,0,12704,1,306.0,1,3,1,0,5,0,1,1,2,1,11,20,1,1,3,2009.0,1,3,90,98.0,2042,253293
6,0,816,816,816,0,2,1,1,1990,1990,5,0,0,2,816,11841,1,104.0,2,3,1,1,5,0,1,0,1,1,16,90,1,4,1,2009.0,1,3,32,81.0,0,118500
10,2,2775,1521,1237,880,3,3,2,1893,2000,9,1,1254,1,0,13500,1,0.0,3,3,2,0,9,105,2,1,1,1,8,75,1,1,1,1988.0,1,3,502,75.0,1237,325000
4,1,1573,989,884,240,2,1,2,1935,1995,6,0,584,1,0,6120,1,0.0,3,3,2,0,7,0,2,0,1,1,9,50,1,1,1,1935.0,1,3,0,51.0,884,133000
8,3,2028,2028,1868,880,1,2,3,2005,2006,7,2,0,1,1460,11443,1,208.0,1,2,1,1,5,326,1,0,2,1,17,20,1,2,3,2005.0,1,3,66,88.0,408,369900
6,1,838,838,816,275,2,1,2,1918,2000,5,0,0,4,210,10267,1,0.0,3,2,1,1,7,0,2,0,1,1,9,30,1,3,1,1961.0,1,5,0,55.0,0,130000
5,2,860,860,840,528,2,1,2,1982,1982,4,0,0,2,672,8740,1,0.0,2,2,1,1,6,0,2,0,1,2,10,85,1,4,1,1996.0,1,5,0,74.0,168,137000
5,1,1473,1473,1437,452,2,1,2,1968,2003,5,2,0,3,1324,25095,1,0.0,2,1,1,2,8,0,1,0,1,2,20,20,3,2,3,1968.0,3,5,48,65.0,113,143000
5,1,935,779,742,308,2,1,2,1930,1960,4,0,0,2,0,9100,1,0.0,3,2,2,0,6,0,2,0,1,1,9,40,1,1,1,1988.0,1,5,0,50.0,742,79500
7,2,1582,770,770,520,1,2,1,2004,2004,6,0,812,1,490,8320,1,0.0,1,3,1,0,5,0,1,1,1,1,1,60,1,1,1,2004.0,1,5,45,64.0,280,185900
10,3,2296,1728,1722,842,3,2,3,2008,2008,10,1,568,3,1338,13478,1,420.0,1,3,1,1,5,382,3,1,5,2,11,60,1,2,1,2008.0,1,5,274,97.0,384,451950
5,2,816,816,816,816,2,1,2,1982,2003,4,0,0,2,816,6600,1,0.0,1,2,1,1,8,0,2,0,1,1,5,20,1,1,1,1985.0,1,5,0,60.0,0,138000
6,2,848,848,848,420,1,1,1,2003,2003,4,0,0,1,685,4435,1,170.0,1,1,2,1,5,140,1,0,1,1,1,120,1,4,1,2003.0,1,5,0,60.0,163,140000
5,1,924,924,924,280,2,1,1,1975,1975,5,0,0,2,0,7990,1,0.0,2,3,1,0,6,0,2,0,1,2,1,20,1,1,1,1981.0,1,2,0,88.0,924,110000
8,3,1826,1826,1814,758,1,2,1,2005,2006,7,1,0,1,1422,11302,1,238.0,1,3,1,1,5,180,1,0,2,2,19,20,1,2,3,2005.0,1,2,75,69.0,392,319000
6,1,1368,684,684,216,2,1,2,1910,1993,7,0,684,2,0,3600,2,0.0,2,3,2,0,7,0,2,0,1,1,8,70,1,1,1,1930.0,1,2,158,60.0,684,114504
7,3,1402,1402,1258,648,1,0,3,2006,2007,7,1,0,1,0,3922,1,72.0,1,2,1,0,5,120,1,2,2,1,22,120,1,4,3,2006.0,1,2,16,53.0,1258,194201
5,2,1647,1647,1430,621,2,2,1,1977,1977,7,1,0,1,1283,12984,1,459.0,2,3,1,1,6,0,1,0,1,1,3,20,1,3,1,1977.0,2,2,0,80.0,0,217500
6,2,1556,716,716,452,2,2,1,1980,1980,6,1,840,2,81,1950,1,0.0,2,3,2,1,6,161,1,1,3,1,25,160,1,1,1,1980.0,1,4,0,24.0,23,151000
8,2,1904,1058,1058,736,1,2,1,2005,2005,8,1,846,3,546,10927,1,280.0,1,3,1,1,5,179,3,1,1,1,11,60,1,4,1,2003.0,1,4,60,74.0,512,275000
6,1,1375,780,780,544,2,1,2,1937,1950,6,1,595,1,0,9000,1,0.0,1,3,2,0,6,0,2,1,1,1,14,50,1,1,1,1979.0,2,4,162,50.0,780,141000
8,2,1915,927,908,506,1,2,1,1992,1992,8,1,988,1,789,10041,1,0.0,1,3,1,1,5,120,1,1,1,2,13,60,1,3,2,1992.0,1,4,150,80.0,119,220000
7,2,1200,600,600,480,1,2,1,2004,2005,4,0,600,1,0,3182,1,0.0,1,2,4,0,5,0,2,1,1,1,6,160,1,1,1,2004.0,1,4,172,30.0,600,151000
7,2,1494,1494,1494,530,1,2,1,2002,2002,6,1,0,1,922,12803,1,99.0,1,3,1,1,5,192,1,0,1,2,1,20,1,3,1,2002.0,1,4,36,88.0,572,221000
7,2,1986,1186,768,486,2,2,2,1965,1990,7,3,800,2,454,13600,1,176.0,2,3,1,0,6,0,1,1,1,1,12,60,1,1,1,1965.0,1,4,42,85.0,314,205000
5,2,1040,1040,1040,576,2,1,1,1996,1996,6,0,0,1,732,12464,1,0.0,1,3,1,1,5,168,2,0,1,3,1,20,2,1,1,2000.0,3,4,0,82.0,308,152000
5,1,2008,1112,896,230,2,3,2,1948,2002,8,0,896,3,603,7800,1,0.0,2,3,1,1,8,103,1,0,1,1,16,20,2,1,1,1948.0,2,4,0,78.0,293,225000
8,2,3194,1940,965,380,2,2,1,1934,1998,10,2,1254,2,428,12168,1,0.0,1,4,1,0,6,0,5,1,1,1,3,70,2,3,5,1934.0,4,4,0,78.0,537,359100
4,1,1029,1029,1029,261,2,1,2,1961,1961,5,0,0,2,903,7943,1,192.0,2,3,1,1,5,64,1,0,1,1,10,20,1,3,1,1961.0,1,4,0,61.0,126,118500
9,3,2153,1476,1440,736,1,2,3,2000,2000,8,2,677,3,904,11050,1,204.0,1,3,1,1,5,253,1,1,1,1,1,60,1,3,1,2000.0,1,4,142,61.0,536,313000
6,2,1032,1032,1032,564,2,2,1,1978,1978,6,1,0,2,605,10395,1,233.0,2,3,1,0,6,0,1,0,1,2,7,80,1,4,1,1978.0,1,2,0,61.0,427,148000
8,2,1872,1299,1299,531,1,2,1,2001,2001,7,1,573,3,990,11885,1,108.0,1,3,1,1,5,160,3,1,1,1,1,60,1,4,1,2001.0,1,2,122,61.0,309,261500
5,0,1120,1120,1120,0,2,1,1,2007,2007,6,0,0,2,206,8402,1,0.0,1,3,1,0,5,0,3,0,2,1,5,20,1,1,3,2001.0,1,2,30,70.0,914,147000
4,0,630,630,630,0,2,1,1,1972,1972,3,0,0,2,150,1491,1,0.0,2,1,2,1,6,96,3,0,1,1,15,180,1,4,1,2001.0,1,2,24,21.0,0,75500
6,2,1054,1054,936,480,2,1,2,1963,1963,6,0,0,1,763,8800,1,156.0,1,3,1,1,7,120,1,0,1,1,12,85,1,2,2,1963.0,1,2,0,80.0,173,137500
6,2,1509,807,783,393,1,2,1,2002,2003,7,1,702,1,457,7861,1,0.0,1,3,1,1,5,100,1,1,1,2,18,60,1,1,1,2002.0,1,2,75,80.0,326,183200
6,2,832,832,832,528,2,1,2,1954,1954,4,0,0,1,0,7227,1,0.0,2,2,1,0,6,0,2,0,1,1,12,45,2,1,1,1962.0,4,2,0,59.0,832,105500
9,3,1828,1828,1822,774,3,2,3,2007,2007,9,1,0,1,48,11694,1,452.0,1,3,1,0,5,0,1,0,2,1,11,20,1,4,3,2007.0,1,2,108,90.0,1774,314813
8,3,2262,1482,1482,749,1,2,1,2003,2003,10,2,780,1,871,12244,1,226.0,1,4,1,1,5,168,1,1,1,1,17,60,1,2,1,2003.0,1,2,0,85.0,611,305000
3,0,864,864,864,0,2,1,2,1914,1950,5,0,0,2,41,8248,2,0.0,3,2,1,1,3,0,1,0,1,1,16,30,1,1,1,2003.0,1,2,0,45.0,823,67000
6,2,2614,1548,1522,624,2,2,2,1974,1997,9,1,1066,2,956,10800,1,0.0,2,4,1,0,7,38,1,1,1,1,7,60,1,1,1,1974.0,1,2,243,90.0,384,240000
5,2,980,980,980,484,2,1,2,1977,1977,6,0,0,2,560,7064,1,153.0,2,3,1,0,6,192,2,0,1,1,10,20,1,1,1,1986.0,1,2,0,71.0,420,135000
6,2,1512,756,756,440,1,2,1,2000,2000,4,1,756,1,420,2117,1,513.0,1,2,4,0,5,0,2,1,1,1,6,160,1,1,1,2000.0,1,2,32,71.0,336,168500
6,2,1790,1012,732,484,2,1,2,1972,1972,8,1,778,2,247,10400,1,288.0,2,4,1,1,5,148,1,2,1,1,7,60,1,1,1,1972.0,1,2,0,80.0,485,165150
6,2,1116,1116,1116,440,2,1,2,1962,1962,5,0,0,2,0,10000,1,261.0,2,3,1,0,6,0,1,1,1,2,12,20,1,1,1,1962.0,1,2,0,87.0,1116,160000
5,1,1422,1422,978,286,2,1,2,1960,1978,6,1,0,2,0,12342,1,0.0,2,3,1,0,5,0,1,0,1,2,12,20,1,1,1,1960.0,1,3,0,87.0,978,139900
6,1,1520,1520,1156,364,2,1,2,1955,1972,7,2,0,2,674,9600,1,164.0,2,3,1,1,6,0,5,0,1,1,12,80,1,4,1,1955.0,1,3,0,80.0,350,153000
5,2,2080,1040,1040,504,2,1,1,1969,1969,9,2,1040,4,650,11606,1,192.0,1,5,1,0,5,335,1,2,1,2,12,60,3,4,6,1969.0,4,3,0,70.0,390,135000
6,2,1350,1350,1248,520,2,1,2,1964,1964,6,0,0,2,624,9020,1,259.0,2,3,1,1,5,176,1,1,1,1,12,80,1,2,1,1964.0,1,4,0,82.0,288,168500
5,1,1750,1089,636,240,2,1,4,1880,1991,8,0,661,3,0,9000,1,0.0,3,3,2,0,6,0,2,0,1,1,8,70,1,1,2,1937.0,1,2,0,50.0,636,124000
8,2,1554,1554,1554,627,1,2,1,2006,2006,6,1,0,1,24,4590,1,108.0,1,2,1,0,5,156,1,0,1,1,11,120,1,3,1,2006.0,1,2,73,34.0,1530,209500
7,2,1411,1411,1386,544,2,2,2,1977,1977,6,1,0,2,822,11900,1,209.0,2,3,1,0,5,192,1,0,1,1,7,20,1,1,6,1977.0,1,2,0,85.0,564,82500
5,1,1056,1056,1056,260,2,1,2,1954,2005,6,0,0,2,480,9250,1,0.0,2,3,1,0,7,390,1,0,1,1,12,20,1,1,1,1954.0,1,2,0,80.0,108,139400
6,2,1056,1056,1056,576,2,0,2,1980,1980,4,0,0,2,1056,6979,1,0.0,2,0,1,2,5,264,2,0,1,1,8,90,1,1,1,1980.0,1,4,56,64.0,0,144000
6,0,3395,1440,1440,0,4,2,2,1914,1995,14,0,1440,4,256,10896,1,0.0,2,8,5,0,7,0,2,0,1,1,24,190,1,1,2,1980.0,2,4,110,60.0,1184,200000
2,0,800,800,264,0,4,1,2,1936,1950,4,1,0,4,0,6120,2,0.0,3,1,2,0,3,0,2,0,7,1,9,30,1,1,1,1980.0,1,4,0,51.0,264,60000
5,1,1387,811,811,256,2,2,2,1954,1954,7,0,576,1,0,6000,1,0.0,2,3,2,0,4,0,3,0,1,1,8,190,1,1,1,1954.0,1,4,0,50.0,811,93000
5,0,796,796,796,0,2,1,4,1910,1950,4,0,0,2,0,8777,1,0.0,2,2,1,0,7,328,3,0,1,1,16,30,1,1,1,1954.0,1,2,0,67.0,796,85000
8,3,1567,1567,1520,648,1,2,1,2006,2006,7,1,0,3,1154,3982,1,0.0,1,1,1,1,5,312,1,0,2,1,22,120,1,4,3,2006.0,1,2,0,53.0,366,264561
8,2,1518,1518,1518,588,3,1,3,2003,2004,6,1,0,3,1218,12677,1,472.0,1,1,1,0,5,185,1,1,1,2,11,120,1,2,1,2003.0,1,2,140,62.0,300,274000
7,2,1929,1057,1057,650,1,2,1,2001,2001,7,1,872,1,738,7050,1,0.0,1,3,4,1,5,0,1,1,1,1,6,60,1,1,1,2001.0,1,2,235,62.0,319,226000
8,2,2704,2000,1952,538,1,2,1,1972,1995,9,3,704,3,1410,13860,1,0.0,2,4,1,1,7,269,1,1,1,1,12,80,1,2,1,1972.0,1,2,111,75.0,542,345000
5,2,1620,780,780,462,2,2,2,1969,1969,7,0,840,2,493,10793,1,263.0,2,4,1,0,5,208,1,1,1,1,7,60,1,1,1,1969.0,1,3,0,80.0,0,152000
9,3,1766,1766,1766,478,3,2,3,2009,2009,7,1,0,3,1121,9187,1,162.0,1,2,4,1,5,195,1,1,2,1,6,20,1,3,3,2009.0,1,3,130,85.0,645,370878
6,2,981,981,981,576,2,1,2,1971,1971,5,0,0,2,282,10530,1,0.0,2,3,1,1,5,0,2,1,1,2,12,20,1,1,1,1979.0,1,3,312,85.0,664,143250
