OverallQual,GarageCars,GrLivArea,FullBath,1stFlrSF,BsmtQual,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,ExterQual,2ndFlrSF,Fireplaces,TotRmsAbvGrd,KitchenQual,Foundation,BsmtFinType1,CentralAir,YearBuilt,GarageArea,HalfBath,BsmtFullBath,LotArea,BedroomAbvGr,Neighborhood,MSZoning,WoodDeckSF,MasVnrArea,OverallCond,LandSlope,LotFrontage,MSSubClass,BldgType,BsmtUnfSF,LotShape,GarageType,GarageFinish,RoofStyle,BsmtExposure,Id,Fence,SalePrice
5,0,1200,3,1200,1,1988,1200,1200,2,0,0,5,2,2,1,1,1987,0,0,3,10800,3,16,1,120,0.0,5,1,60.0,90,3,0,1,1,3,1,2,739,3,179000
7,2,1728,2,864,1,2004,864,0,1,864,0,7,1,1,3,1,2004,572,1,0,9313,3,1,1,187,0.0,5,1,65.0,60,1,864,2,1,1,1,1,740,3,190000
5,2,1432,2,768,4,2002,264,0,2,664,0,7,2,3,3,1,1910,360,0,0,9600,2,8,2,270,0.0,7,1,60.0,70,1,264,1,2,2,1,1,741,4,132000
6,1,912,1,912,2,1996,912,832,2,0,0,5,1,2,1,1,1961,288,0,1,6768,3,10,1,168,0.0,8,1,65.0,20,1,80,2,2,2,2,3,742,4,142000
7,2,1349,2,1349,1,2001,1349,0,2,0,0,6,2,1,3,1,2000,539,0,0,8450,3,13,1,120,108.0,5,1,65.0,20,1,1349,1,1,2,1,1,743,4,179000
5,2,1464,2,1464,1,1999,520,444,2,0,1,6,2,2,2,1,1963,480,0,0,12886,3,10,1,302,0.0,6,1,70.0,80,1,76,2,1,1,1,4,744,4,175000
8,2,1337,2,1337,1,1993,1337,733,1,0,1,5,1,1,1,1,1993,462,0,1,5395,2,19,1,96,0.0,5,1,41.0,120,4,604,2,1,1,1,1,745,4,180000
8,2,2715,3,1175,2,1996,1142,575,3,1540,2,11,1,2,1,1,1976,831,1,0,8963,4,7,1,0,289.0,9,1,41.0,60,1,487,2,3,3,2,1,746,4,299800
7,2,2256,2,980,1,2000,952,300,1,1276,1,8,1,1,1,1,2000,554,1,0,8795,4,18,1,224,0.0,5,1,41.0,60,1,652,2,3,3,1,1,747,4,236000
7,4,2640,1,1320,2,2003,1240,0,1,1320,1,8,1,6,3,2,1880,864,1,0,11700,4,8,2,181,0.0,7,1,65.0,70,1,1240,2,2,2,4,1,748,4,265979
7,2,1720,2,1720,1,1996,1720,919,1,0,1,7,1,1,1,1,1996,527,0,1,10593,3,4,1,240,338.0,5,1,59.0,20,1,801,2,1,3,2,1,749,4,260400
4,1,1529,2,1088,1,1950,0,0,2,441,0,9,2,5,1,2,1945,240,0,0,8405,4,16,1,92,0.0,3,1,50.0,50,1,0,1,2,2,1,1,750,4,98000
4,0,1140,1,792,2,2004,576,0,2,348,0,7,2,3,3,1,1910,0,0,0,8800,3,8,2,0,0.0,7,1,55.0,50,1,576,1,2,2,1,1,751,4,96500
7,2,1320,2,660,1,2003,660,0,1,660,0,6,1,1,3,1,2003,400,1,0,7750,3,18,1,0,0.0,5,1,55.0,60,1,660,1,1,3,1,1,752,4,162000
6,2,1494,2,1494,1,1997,1479,1200,2,0,0,6,1,1,1,1,1997,576,0,1,9236,3,1,1,168,0.0,5,1,79.0,20,1,279,2,1,1,1,2,753,4,217000
8,3,2098,2,1038,1,2005,1030,0,1,1060,1,8,3,1,3,1,2005,878,1,0,10240,3,11,1,192,178.0,5,1,80.0,60,1,1030,1,1,1,1,3,754,4,275500
6,2,1026,1,1026,2,2005,1026,439,2,0,0,5,1,2,1,1,1969,440,0,1,7930,3,12,1,171,0.0,8,1,61.0,20,1,115,1,2,1,1,1,755,4,156000
6,2,1471,2,742,1,1999,729,381,2,729,0,6,2,1,1,1,1999,440,1,0,3230,3,6,4,0,894.0,5,1,34.0,160,4,348,1,2,2,1,1,756,4,172500
8,2,1768,2,866,1,2007,866,20,1,902,0,7,1,1,1,1,2007,578,1,0,10769,3,1,1,144,0.0,5,1,68.0,60,1,846,2,1,1,1,4,757,4,212000
6,2,1386,2,672,2,1978,672,438,2,714,1,6,2,2,4,1,1978,440,1,0,11616,3,10,1,335,328.0,5,1,68.0,60,1,234,2,1,3,2,3,758,4,158900
7,2,1501,2,757,1,1999,744,549,2,744,0,6,2,1,2,1,1999,440,1,0,2280,3,6,4,0,360.0,5,1,24.0,160,5,195,1,2,2,1,1,759,4,179400
8,3,2531,2,1328,1,1995,1318,56,1,1203,1,9,1,1,6,1,1995,752,1,0,12257,4,4,1,222,513.0,5,1,65.0,60,1,1198,2,1,1,1,4,760,4,290000
6,1,864,1,864,2,1959,864,612,2,0,0,5,2,2,4,1,1959,300,0,0,9100,2,12,1,0,0.0,6,1,70.0,20,1,252,1,2,2,2,1,761,4,127500
5,2,1301,1,1301,2,1950,1145,405,2,0,0,5,4,1,6,1,1924,440,0,0,6911,2,9,2,0,0.0,5,1,60.0,30,1,740,1,2,2,1,3,762,4,100000
7,2,1547,2,764,1,2009,756,24,2,783,0,7,1,1,1,1,2009,614,1,0,8640,3,6,4,169,0.0,5,1,72.0,60,1,732,1,1,2,1,3,763,4,215200
8,3,2365,2,1268,1,1999,1252,1163,1,1097,1,8,1,1,1,1,1999,856,1,1,9430,3,4,1,0,673.0,5,1,82.0,60,1,89,1,1,1,1,3,764,4,337000
8,2,1494,1,1494,1,1996,1494,437,1,0,1,6,3,1,6,1,1995,481,1,1,9549,2,2,1,0,0.0,5,1,30.0,120,4,0,2,1,3,2,4,765,4,270000
9,2,1506,2,1506,1,2008,1498,0,1,0,1,6,3,1,3,1,2008,592,0,0,14587,2,6,1,0,284.0,5,1,75.0,20,1,1498,2,1,3,1,1,766,4,264132
7,2,1714,2,980,1,1988,980,394,2,734,1,7,2,2,1,1,1988,496,1,0,10421,3,7,1,228,42.0,5,1,80.0,60,1,586,1,1,2,1,1,767,2,196500
6,1,1750,2,983,1,1985,983,660,2,767,0,7,2,2,2,1,1940,423,0,1,12508,4,5,1,245,0.0,7,1,75.0,50,1,323,2,1,2,1,3,768,2,160000
7,2,1836,2,1836,1,2005,1860,24,1,0,1,8,1,1,1,1,2004,484,0,0,9100,3,1,1,120,0.0,5,1,70.0,20,1,1836,1,1,3,2,1,769,2,216837
8,3,3279,3,1690,1,2003,1650,1416,3,1589,1,12,3,1,2,1,2003,841,1,1,53504,4,19,1,503,603.0,5,2,47.0,60,1,234,3,3,3,2,2,770,2,538000
5,2,858,1,858,1,1982,858,685,2,0,0,5,2,2,1,1,1982,576,0,1,7252,2,10,1,120,0.0,5,1,47.0,85,1,173,2,2,2,2,4,771,2,134900
4,2,1220,1,1220,4,1951,836,836,2,0,0,6,2,2,6,1,1951,396,0,0,8877,2,16,1,0,0.0,5,1,67.0,20,1,0,1,2,2,1,1,772,2,102000
6,2,1117,1,1117,2,1976,1029,422,2,0,1,6,2,2,2,1,1976,672,0,1,7819,3,16,1,144,0.0,5,1,94.0,80,1,480,1,2,2,1,4,773,2,107000
5,1,912,1,912,2,1958,912,456,2,0,0,5,2,2,4,1,1958,275,0,0,10150,2,12,1,0,1.0,5,1,70.0,20,1,456,1,1,1,1,1,774,2,114500
8,3,1973,2,1973,1,2006,1935,0,1,0,1,9,1,1,3,1,2006,895,0,0,14226,3,11,1,315,375.0,5,1,110.0,20,1,1935,1,1,3,2,4,775,2,395000
6,2,1204,2,1204,3,1998,1204,866,2,0,0,5,2,1,1,1,1998,412,0,1,4500,2,5,2,0,320.0,5,1,32.0,120,4,338,1,1,3,2,1,776,2,162000
7,3,1614,2,1614,1,2006,1614,20,1,0,0,7,1,1,1,1,2005,865,0,0,11210,3,1,1,144,240.0,5,1,86.0,20,1,1594,2,1,1,1,4,777,2,221500
5,2,894,1,894,2,1974,864,762,2,0,1,5,2,2,2,1,1974,440,0,1,13350,3,10,1,241,0.0,5,1,100.0,20,1,102,2,1,2,2,1,778,2,142500
5,2,2020,2,2020,2,1977,0,0,2,0,2,10,2,5,2,1,1977,630,0,0,8400,4,13,5,0,320.0,5,1,60.0,90,3,0,1,2,2,1,1,779,2,144000
6,2,1004,1,1004,1,1977,975,975,2,0,0,4,2,2,1,1,1977,504,0,1,10530,2,5,1,0,90.0,5,1,78.0,90,3,0,1,1,2,1,2,780,2,135000
7,2,1253,2,1253,1,1996,1237,0,2,0,1,6,2,1,3,1,1995,402,0,0,7875,3,18,1,220,38.0,5,1,63.0,20,1,1237,1,1,3,1,1,781,2,176000
6,2,1603,2,810,1,1992,761,387,1,793,0,7,1,1,2,1,1992,484,1,0,7153,3,13,1,0,0.0,5,1,65.0,60,1,374,1,1,1,1,1,782,2,175900
7,2,1430,2,1430,1,2002,1413,0,1,0,0,6,1,1,3,1,2001,605,0,0,16285,3,1,1,0,0.0,5,1,67.0,20,1,1413,3,1,1,1,1,783,2,187100
5,2,1110,1,1110,1,1978,1097,1097,2,0,1,4,1,1,1,1,1978,602,0,1,9101,1,5,1,303,104.0,6,1,67.0,85,1,0,2,1,3,1,4,784,2,165500
6,0,1484,2,742,2,2001,742,0,2,742,1,9,2,2,3,1,1914,0,0,0,6300,3,8,2,0,0.0,6,1,35.0,75,1,742,1,1,3,1,1,785,2,128000
6,2,1342,2,1342,2,1967,1372,251,2,0,1,7,2,2,4,1,1967,457,0,0,9790,3,7,1,0,0.0,5,1,35.0,20,1,491,1,1,2,1,1,786,2,161500
5,1,1652,2,966,4,1950,686,686,2,686,0,7,2,1,6,1,1915,416,0,1,10800,4,8,2,0,0.0,6,1,60.0,50,1,0,1,2,2,1,1,787,2,139000
7,2,2084,2,956,1,2004,956,656,1,1128,0,8,1,1,1,1,2004,618,1,1,10142,4,13,1,0,0.0,5,1,76.0,60,1,300,2,3,1,1,1,788,2,233000
4,1,901,1,901,2,2000,901,0,2,0,0,4,2,2,3,1,1954,281,0,0,6000,2,8,2,0,0.0,7,1,50.0,20,1,901,1,2,2,1,1,789,2,107900
6,2,2087,2,976,2,2007,832,568,2,1111,0,9,1,2,6,1,1966,444,1,0,12205,5,20,1,133,157.0,8,1,50.0,60,1,264,2,1,3,1,2,790,2,187500
7,2,1145,2,1145,1,2006,1145,16,1,0,1,5,1,1,1,1,2005,397,0,0,3182,2,22,1,100,11.0,5,1,43.0,120,4,1129,1,1,3,1,1,791,2,160200
6,2,1062,1,1062,1,1976,1029,539,2,0,2,5,2,1,2,1,1976,539,0,1,11333,3,5,1,120,0.0,5,1,43.0,80,1,490,2,1,1,1,4,792,2,146800
7,2,2013,2,1127,1,1997,1117,862,1,886,1,8,2,1,1,1,1996,455,1,1,9920,3,4,1,180,0.0,5,1,92.0,60,1,255,2,1,2,1,4,793,2,269790
8,2,1496,2,1496,1,2007,1496,0,1,0,0,7,1,1,3,1,2007,474,0,0,9158,3,6,1,168,140.0,5,1,76.0,20,1,1496,1,1,3,1,4,794,2,225000
7,2,1895,2,1086,1,1996,712,0,1,809,1,7,1,1,3,1,1994,409,1,0,10832,3,18,1,143,0.0,5,1,76.0,60,1,712,2,1,3,1,1,795,2,194500
6,2,1564,2,888,1,1981,650,0,2,676,1,7,2,2,3,1,1980,476,1,0,8400,3,13,1,0,130.0,6,1,70.0,60,1,650,1,1,2,1,1,796,2,171000
6,2,1285,1,1285,2,1977,660,0,2,0,1,7,2,2,3,1,1977,528,1,0,8197,3,10,1,138,148.0,5,1,71.0,20,1,660,1,1,1,1,1,797,2,143500
5,1,773,1,773,2,1953,773,570,2,0,0,4,2,2,5,1,1953,240,0,0,7677,2,12,1,0,0.0,5,1,57.0,20,1,203,1,1,2,1,1,798,2,110000
9,3,3140,3,1966,3,2009,1926,0,3,1174,2,11,3,1,3,1,2008,820,1,0,13518,4,11,1,144,860.0,5,1,104.0,60,1,1926,1,3,3,2,1,799,2,485000
5,1,1768,1,981,1,1950,731,569,2,787,2,7,1,3,2,1,1937,240,1,1,7200,3,24,1,0,252.0,7,1,60.0,50,1,162,1,2,2,1,1,800,2,175000
6,2,1688,2,616,1,1997,616,462,2,1072,0,8,1,1,1,1,1997,603,1,1,12798,4,20,1,403,0.0,5,2,79.0,60,1,154,2,1,1,1,2,801,2,200000
4,2,1196,1,1196,2,1990,1196,197,2,0,0,5,2,2,6,1,1916,440,0,1,4800,2,14,2,0,0.0,7,1,40.0,30,1,999,1,2,2,1,1,802,2,109900
7,2,1456,2,728,1,2005,728,648,1,728,1,7,1,1,1,1,2005,410,1,1,8199,3,1,1,36,0.0,5,1,63.0,60,1,80,1,1,3,1,4,803,2,189000
9,3,2822,3,1734,3,2009,1734,0,3,1088,1,12,3,1,3,1,2008,1020,1,0,13891,4,11,1,52,424.0,5,1,107.0,60,1,1734,1,3,1,2,2,804,2,582933
5,1,1128,1,1128,2,1954,936,812,2,0,0,5,2,2,6,1,1954,286,0,0,9000,2,12,1,0,0.0,5,1,75.0,20,1,124,1,1,2,1,1,805,3,118000
7,2,1428,2,1428,1,2008,1417,0,1,0,0,6,3,1,3,1,2008,554,0,0,12274,3,6,1,0,256.0,5,1,91.0,20,1,1417,2,1,1,1,1,806,3,227680
5,1,980,2,980,2,1967,980,400,2,0,0,6,2,1,2,1,1967,384,0,0,9750,3,12,1,68,0.0,5,1,75.0,80,1,100,1,1,3,1,4,807,3,135500
5,2,1576,1,1072,2,2004,1324,1309,2,504,1,6,1,2,1,1,1923,528,1,2,21384,3,9,1,0,0.0,6,1,144.0,70,1,15,1,1,1,1,2,808,3,223500
5,2,1086,1,1086,2,1966,1024,516,2,0,1,6,2,2,2,1,1966,484,0,1,13400,3,12,1,0,1047.0,5,1,85.0,80,1,380,1,1,1,1,4,809,3,159950
5,2,2138,2,1075,2,1965,849,0,2,1063,0,11,2,1,3,2,1898,360,0,0,8100,2,8,2,40,0.0,5,1,90.0,75,1,849,1,2,2,2,1,810,2,106000
6,2,1309,1,1309,2,1999,1040,663,2,0,1,5,1,2,2,1,1974,484,1,1,10140,3,7,1,265,99.0,6,1,78.0,20,1,0,1,1,1,2,1,811,4,181000
6,2,848,1,848,1,2004,848,662,1,0,1,4,1,1,1,1,2004,420,0,1,4438,1,1,2,140,169.0,5,1,78.0,120,4,186,1,1,3,1,2,812,4,144500
5,2,1044,1,1044,2,1952,540,0,4,0,0,4,4,2,3,2,1952,504,0,0,8712,2,14,3,0,0.0,5,2,66.0,20,1,540,1,5,2,2,4,813,4,55993
6,1,1442,1,1442,2,1958,1442,608,2,0,0,7,2,2,4,1,1958,301,1,0,9750,4,12,1,0,243.0,6,1,75.0,20,1,834,1,1,1,1,1,814,4,157900
5,1,1250,1,686,2,1950,686,0,2,564,0,7,4,3,3,1,1918,280,1,0,8248,3,16,1,207,0.0,7,1,45.0,50,1,686,1,2,2,1,1,815,4,116000
7,2,1661,2,1661,1,1998,1649,0,2,0,0,6,1,1,3,1,1998,598,0,0,12137,3,1,1,0,442.0,5,1,48.0,20,1,1649,3,1,1,1,1,816,4,224900
5,1,1008,1,1008,2,1954,1008,486,2,0,1,4,2,2,5,1,1954,275,0,0,11425,2,12,1,0,0.0,6,1,48.0,20,1,522,2,1,1,1,1,817,4,137000
8,3,1689,2,1689,1,2002,1568,1218,1,0,2,7,1,1,1,1,2002,857,0,1,13265,3,5,1,150,148.0,5,1,48.0,20,1,350,2,1,1,2,1,818,4,271000
6,2,1052,1,1052,2,1971,1010,504,2,0,0,6,2,2,1,1,1971,440,0,1,8816,3,20,1,0,80.0,7,1,80.0,80,1,506,1,1,2,1,4,819,2,155000
7,2,1358,2,1358,1,2010,1358,733,1,0,1,6,1,1,1,1,2009,484,0,1,6371,2,11,1,192,128.0,5,1,44.0,120,4,625,2,1,1,1,3,820,2,224000
7,2,1640,2,798,1,2003,798,0,1,842,0,6,1,1,3,1,2003,595,1,0,7226,3,1,1,0,0.0,5,1,72.0,60,1,798,2,1,1,1,1,821,2,183000
4,2,936,1,936,4,1953,936,0,4,0,0,4,2,2,3,2,1953,576,0,0,6000,2,8,2,0,0.0,4,2,60.0,20,2,936,1,2,2,1,1,822,2,93000
7,2,1733,2,847,1,2003,847,0,1,886,1,7,1,1,3,1,2003,433,1,0,12394,3,18,1,100,0.0,5,1,60.0,60,1,847,2,3,3,1,2,823,2,225000
6,1,1489,2,944,2,1950,778,0,2,545,1,7,2,3,3,1,1940,240,0,0,9900,3,24,1,335,0.0,7,1,60.0,50,1,778,1,2,2,1,1,824,3,139500
8,2,1489,2,1489,1,2006,1489,0,1,0,1,7,1,1,3,1,2006,776,0,0,11216,3,6,4,0,0.0,5,1,81.0,20,1,1489,1,1,1,1,1,825,3,232600
10,3,2084,2,2084,3,2008,2078,1636,3,0,1,7,3,1,1,1,2007,1220,0,1,14803,2,11,1,188,816.0,5,1,114.0,20,1,442,1,1,3,2,4,826,3,385000
5,0,784,1,784,2,1950,784,784,2,0,0,5,1,3,2,1,1924,0,0,1,6130,2,9,2,0,0.0,6,1,50.0,45,1,0,1,1,3,1,1,827,3,109500
7,2,1434,2,1434,1,2001,1454,20,1,0,1,6,1,1,1,1,2001,527,0,0,8529,3,13,1,290,0.0,5,1,65.0,20,1,1434,2,1,1,1,1,828,3,189000
5,2,2126,2,1160,2,1967,1013,249,2,966,0,7,2,1,6,1,1967,538,1,0,28698,3,20,1,486,0.0,5,3,65.0,60,1,0,3,1,3,5,2,829,3,185000
7,2,1223,2,520,1,2005,600,0,1,623,0,4,1,1,3,1,2005,480,1,0,2544,2,6,4,0,0.0,5,1,24.0,160,5,600,1,2,1,1,1,830,3,147400
6,2,1392,1,1392,2,1957,1392,1040,2,0,2,6,2,2,4,1,1957,458,1,1,11900,3,12,1,0,387.0,5,1,80.0,20,1,352,2,1,1,1,1,831,3,166000
7,2,1200,2,520,1,2005,600,0,2,600,0,4,1,1,3,1,2005,480,1,0,3180,2,6,4,0,0.0,5,1,30.0,160,4,600,1,2,1,1,1,832,3,151000
7,2,1829,2,941,1,2003,941,483,1,888,1,7,1,1,1,1,2003,613,1,1,9548,3,1,1,192,223.0,6,1,44.0,60,1,458,2,1,1,1,1,833,3,237000
6,2,1516,1,1516,2,1964,1516,196,2,0,0,6,2,2,4,1,1964,472,1,0,10004,3,12,1,0,180.0,6,1,100.0,20,1,975,1,1,1,1,1,834,3,167000
5,2,1144,1,1144,2,1961,1144,572,2,0,0,6,2,2,4,1,1961,456,0,1,7875,3,12,1,0,136.0,6,1,75.0,20,1,572,1,1,2,1,1,835,3,139950
4,2,1067,2,1067,1,1995,1067,442,2,0,0,4,1,2,5,1,1950,436,0,0,9600,2,10,1,290,0.0,7,1,60.0,20,1,625,1,1,2,1,1,836,3,128000
5,2,1559,1,1559,2,1973,1559,338,2,0,0,5,2,3,4,1,1948,812,0,1,8100,2,8,2,0,0.0,6,1,90.0,30,1,1221,1,2,2,1,1,837,3,153500
6,1,987,1,483,2,1973,483,330,2,504,0,5,2,2,5,1,1973,264,1,1,1680,2,23,2,0,158.0,5,1,21.0,160,5,153,1,2,2,1,1,838,3,100000
5,1,1099,1,1099,1,2006,1099,0,2,0,0,6,1,1,3,1,1995,352,1,0,9525,3,1,1,278,0.0,6,1,75.0,20,1,1099,1,1,2,1,1,839,3,144000
5,1,1200,1,768,2,1995,768,352,2,432,0,6,2,2,5,1,1946,240,0,0,11767,3,16,1,0,0.0,6,1,70.0,50,1,416,1,2,2,1,1,840,3,130500
6,1,1482,2,810,2,1950,672,156,2,672,0,7,4,3,5,2,1925,400,0,0,12155,4,24,5,0,0.0,8,1,70.0,70,1,516,2,2,2,1,1,841,3,140000
5,2,1539,2,958,2,2002,650,0,2,581,1,8,1,1,3,1,1904,686,0,0,10440,3,8,2,70,0.0,8,1,60.0,70,1,650,1,2,2,1,1,842,3,157500
6,2,1165,1,1165,2,1966,1127,312,2,0,0,6,2,2,4,1,1966,490,1,1,9020,3,12,1,0,183.0,7,1,82.0,80,1,276,1,1,1,1,2,843,4,174900
5,0,1800,2,1800,2,1961,1800,0,2,0,0,10,2,2,3,2,1961,0,0,0,8000,6,12,1,0,0.0,4,1,80.0,90,3,1800,1,1,1,1,1,844,4,141000
5,3,1416,1,876,2,1950,876,0,2,540,1,7,2,3,3,1,1915,720,1,0,12665,4,8,2,418,0.0,8,1,100.0,50,1,876,2,2,2,1,3,845,4,153900
5,2,1701,2,1701,1,1981,1390,1390,2,0,2,6,2,2,2,1,1975,611,0,1,16647,3,10,1,0,0.0,5,1,100.0,85,1,0,2,5,3,1,2,846,4,171000
7,2,1775,2,1006,1,1993,740,513,1,769,1,7,1,1,2,1,1993,425,1,1,9317,3,13,1,234,137.0,5,1,75.0,60,1,227,1,1,2,1,1,847,4,213000
5,1,864,1,864,2,1972,864,460,2,0,1,5,2,2,5,1,1972,338,0,1,15523,3,1,1,0,0.0,6,1,36.0,20,1,404,2,1,2,1,4,848,4,133500
6,2,2358,3,1307,2,1997,907,0,2,1051,1,10,2,3,3,1,1908,360,0,0,45600,5,20,1,486,0.0,8,1,75.0,50,1,907,3,2,2,1,1,849,4,240000
6,2,1855,2,1094,2,1994,528,0,1,761,1,7,2,2,3,1,1976,512,1,0,9600,3,2,1,113,360.0,7,1,80.0,80,1,528,1,1,1,2,1,850,4,187000
6,2,848,1,848,1,2003,848,659,1,0,0,3,1,1,1,1,2003,420,0,1,4435,1,1,2,140,170.0,5,1,36.0,120,4,189,1,1,3,1,4,851,4,131500
8,2,1456,2,1456,1,2003,1273,0,1,0,1,7,1,1,3,1,2003,400,0,0,3196,2,22,1,143,40.0,5,1,36.0,120,4,1273,1,1,3,1,2,852,4,215000
7,1,1646,2,918,2,1950,918,364,2,728,2,7,2,2,4,1,1941,240,0,0,7128,4,3,1,0,0.0,5,1,53.0,75,1,554,1,2,2,1,1,853,2,164000
6,2,1445,1,1445,2,1964,1127,564,2,0,1,7,2,2,4,1,1964,645,1,0,12095,3,12,1,180,115.0,6,1,53.0,80,1,563,2,1,1,1,2,854,2,158000
5,2,1779,1,1779,2,1974,1763,306,2,0,1,6,2,2,2,1,1955,454,1,1,17920,3,10,1,0,0.0,4,1,102.0,20,1,372,1,1,2,2,3,855,2,170000
5,1,1040,1,1040,2,2010,1040,659,2,0,0,6,2,2,2,1,1962,260,1,1,6897,3,10,1,0,0.0,8,1,102.0,20,1,381,2,2,2,1,1,856,2,127000
6,2,1026,1,1026,1,1978,940,505,2,0,0,5,2,2,1,1,1978,576,0,1,10970,3,1,1,0,0.0,6,2,102.0,80,1,0,2,2,2,1,2,857,2,147000
6,2,1481,2,702,1,1995,702,0,2,779,1,6,2,1,3,1,1994,343,1,0,8125,3,18,1,0,0.0,5,1,65.0,60,1,702,1,1,3,1,1,858,2,174000
7,2,1370,2,1370,1,1976,1090,0,2,0,1,6,2,2,3,1,1976,479,0,0,10400,3,7,1,0,189.0,5,1,80.0,20,1,1090,1,1,1,1,1,859,2,152000
6,2,2654,2,1512,2,1984,1054,619,2,1142,1,9,1,2,5,1,1968,619,1,1,11029,4,7,1,0,220.0,7,1,80.0,60,1,435,2,1,2,1,3,860,2,250000
7,1,1426,1,912,2,1998,912,0,1,514,1,7,1,3,3,1,1918,216,1,0,7642,3,3,1,0,0.0,8,1,55.0,50,1,912,1,2,2,1,1,861,4,189950
5,2,1039,1,1039,2,1965,1039,841,2,0,0,6,2,1,5,1,1965,504,1,1,11625,3,10,1,0,0.0,4,1,75.0,190,2,198,1,1,2,2,3,862,4,131500
6,2,1097,2,1097,1,1985,1040,338,2,0,0,6,2,1,1,1,1984,480,0,0,9672,3,13,1,0,0.0,5,1,81.0,20,1,702,1,1,2,2,1,863,4,152000
5,1,1148,1,1148,2,1959,1148,1148,2,0,0,6,2,2,5,1,1959,672,0,1,7931,3,12,1,0,0.0,5,1,70.0,20,1,0,1,1,2,2,1,864,4,132500
7,2,1372,2,1372,3,2008,1372,0,1,0,0,6,1,1,3,1,2007,529,0,0,8640,3,6,4,0,0.0,5,1,72.0,20,1,1372,1,1,3,1,1,865,4,250580
5,2,1002,1,1002,2,1970,1002,828,2,0,0,5,2,2,5,1,1970,902,0,1,8750,3,12,1,0,76.0,6,1,72.0,20,1,174,2,2,2,1,1,866,2,148500
8,3,1646,2,1646,1,2007,1638,0,1,0,1,6,1,1,3,1,2006,870,0,0,10656,3,17,1,192,274.0,5,1,67.0,20,1,1638,2,1,1,1,4,867,2,248900
4,2,1120,1,1120,2,1961,1040,932,2,0,0,5,4,2,2,1,1961,544,1,1,6970,3,10,1,168,0.0,5,1,85.0,20,1,108,1,1,1,1,1,868,2,129000
5,2,2320,2,1547,2,1950,0,0,2,720,1,7,2,5,2,1,1948,672,0,0,14762,2,18,1,120,0.0,6,1,85.0,60,1,0,3,1,2,1,1,869,2,169000
7,2,1949,2,1062,1,1994,1050,750,1,887,1,8,1,1,1,1,1993,574,1,1,9938,3,13,1,156,246.0,5,1,80.0,60,1,300,1,1,3,1,1,870,4,236000
5,1,894,1,894,2,1962,894,0,2,0,0,5,2,2,3,2,1962,308,0,0,6600,2,12,1,0,0.0,5,1,60.0,20,1,894,1,2,2,2,1,871,4,109500
6,2,1682,2,804,1,1998,804,505,2,878,0,7,1,1,1,1,1998,523,1,0,8750,3,1,1,0,116.0,5,1,70.0,60,1,299,1,1,1,1,1,872,4,200500
5,2,910,1,910,2,1996,105,0,1,0,0,5,1,6,3,1,1953,414,0,0,8892,3,12,1,196,0.0,7,1,74.0,20,1,105,1,1,2,1,4,873,3,116000
5,1,1268,1,1036,2,1950,832,375,1,0,1,6,2,2,4,1,1949,288,0,0,12144,3,12,1,0,0.0,7,1,60.0,40,1,457,1,1,2,1,1,874,3,133000
5,1,1131,1,676,2,1950,676,0,2,455,0,5,2,2,3,1,1941,200,1,0,5720,3,8,2,26,0.0,6,1,52.0,50,1,676,1,2,2,1,1,875,3,66500
8,2,2610,2,1184,1,2007,1184,64,1,1426,1,11,3,1,1,1,2007,550,1,0,9000,4,6,4,208,0.0,5,1,75.0,60,1,1120,1,3,3,1,4,876,3,303477
4,2,1040,1,1040,2,1963,1064,633,2,0,0,5,2,1,2,1,1963,648,0,1,25286,3,5,1,0,0.0,5,2,94.0,20,1,431,1,1,2,1,2,877,3,132250
9,3,2224,2,1462,3,2005,1462,1170,1,762,1,10,3,1,1,1,2004,738,1,1,8834,4,11,1,184,216.0,5,1,74.0,60,1,292,1,1,3,2,1,878,3,350000
5,2,1155,1,1155,2,1995,1109,899,2,0,0,6,1,2,2,1,1961,576,0,1,11782,3,10,1,192,0.0,7,1,88.0,85,1,210,2,2,2,1,4,879,2,148000
5,1,864,1,864,2,2005,864,646,1,0,0,6,2,2,2,1,1978,336,0,1,7000,3,1,1,0,90.0,8,1,88.0,20,1,218,2,1,2,1,1,880,3,136500
5,2,1090,1,1090,3,2006,1090,980,2,0,0,5,2,1,2,1,2005,450,1,1,7024,2,16,1,0,0.0,5,1,60.0,20,1,110,1,1,3,1,1,881,3,157000
7,2,1717,2,1187,1,1991,1156,902,1,530,1,7,1,2,6,1,1990,400,1,0,13758,3,17,1,168,117.0,5,1,44.0,50,1,254,2,1,1,1,3,882,3,187500
6,2,1593,2,808,1,1993,808,0,2,785,1,7,2,1,3,1,1992,389,1,0,9636,3,18,1,342,0.0,5,1,44.0,60,1,808,2,3,1,1,1,883,2,178000
4,1,2230,1,954,2,1950,795,0,1,795,0,10,2,1,3,2,1912,440,0,1,6204,5,24,1,0,0.0,5,1,60.0,75,1,795,1,2,2,1,1,884,2,118500
5,1,892,1,892,2,1967,892,432,2,0,0,5,2,2,5,1,1967,288,0,0,7150,3,12,1,0,60.0,5,1,65.0,20,1,460,1,1,1,1,1,885,3,100000
9,2,1709,2,1709,3,2000,1698,1238,1,0,1,5,1,1,1,1,1999,506,0,1,5119,2,6,4,97,60.0,5,1,50.0,120,4,460,2,1,3,1,4,886,3,328900
